Sentence,NER
dominic toretto and his crew plan a massive heist to secure their future in the latest movie of this franchise,"{'Character_Name': ['dominic toretto'], 'Plot': ['and his crew plan a massive heist to secure their future'], 'Relationship': ['latest movie of this franchise']}"
what s the name of the film where a teenager in new york is changed into a monster,{'Plot': ['a teenager in new york is changed into a monster']}
sigourney weaver had initially been very hesitant to reprise her role as ripley and had rejected numerous offers from fox studios to do any sequels fearing that her character would be poorly written and a sub par sequel could hurt the legacy of the first movie however she was so impressed by the high quality of james cameron s script she finally agreed to do the film,"{'Actor': ['sigourney weaver'], 'Character_Name': ['ripley'], 'Opinion': ['high quality'], 'Director': ['james cameron']}"
in this film starring an archeologist and adventurer who tries to find something important before the nazis get their hand son it,{'Plot': ['archeologist and adventurer who tries to find something important before the nazis get their hand son it']}
i m thinking of a movie from the mid 2000 s about stoner knights it had natalie portman as the lead female it was a comedy,"{'Year': ['mid 2000 s'], 'Plot': ['stoner knights'], 'Actor': ['natalie portman'], 'Genre': ['comedy']}"
what is the 90 s dark comedy thriller directed by the coen brothers that revolves around a murder in north dakota,"{'Year': ['90 s'], 'Genre': ['dark comedy thriller'], 'Director': ['coen brothers'], 'Plot': ['a murder in north dakota']}"
can you give me the name of the movie that involves a man finding a drug that can change his whole future but must keep away from ruthless thugs,{'Plot': ['involves a man finding a drug that can change his whole future but must keep away from ruthless thugs']}
what movie documents a disfigured man who famously yells that he is not an animal,{'Plot': ['a disfigured man who famously yells that he is not an animal']}
what is the name of the movie in which an alien lands and tells the people of earth that they must live peacefully or be destroyed as a danger to other planets,{'Plot': ['an alien lands and tells the people of earth that they must live peacefully or be destroyed as a danger to other planets']}
i need the name of the movie about the animals in the woods that came out in the 90 s that is about their lives,{'Plot': ['the animals in the woods']}
this movie starring katherine hepburn and humphrey bogart is about a missionary who convinces the drunken captain of a dilapidated steamboat to help her torpedo a german ship during world war i,"{'Actor': ['katherine hepburn', 'humphrey bogart'], 'Plot': ['missionary who convinces the drunken captain of a dilapidated steamboat to help her torpedo a german ship during world war i']}"
i am thinking of a 60 s era cult classic george romero horror film about a group of people who attempt to survive a zombie holocaust,"{'Year': ['60 s'], 'Director': ['george romero'], 'Genre': ['horror'], 'Plot': ['about a group of people who attempt to survive a zombie holocaust']}"
what s the low brow comedy about a woman who is jealous when her friend decides to get married,"{'Genre': ['comedy'], 'Plot': ['woman who is jealous when her friend decides to get married']}"
this 2003 disney movie about a fish in search of his son won several oscars including best animated feature,"{'Year': ['2003'], 'Plot': ['about a fish in search of his son'], 'Award': ['won several oscars including best animated feature']}"
what is the movie about the peanuts gang learning the true spirit on the holiday season,"{'Character_Name': ['the peanuts gang'], 'Plot': ['learning the true spirit on the holiday season']}"
what is that 2010 comedy film starring kristen bell and josh duhamel about two opposites that fall in love in a european country,"{'Year': ['2010'], 'Genre': ['comedy'], 'Actor': ['kristen bell', 'josh duhamel'], 'Plot': ['two opposites that fall in love in a european country']}"
it is a movie about a lawman in the wild west who brings down famous outlaws,{'Plot': ['a lawman in the wild west who brings down famous outlaws']}
what is the 1990 american horror film directed by tom savini which is a remake of george a romero s 1968 horror film of the same name,"{'Year': ['1990'], 'Genre': ['american horror'], 'Director': ['tom savini'], 'Origin': ['remake of george a romero s 1968 horror film'], 'Relationship': ['of the same name']}"
what movie won best picture at the 1984 academy awards,"{'Award': ['best picture', 'academy awards'], 'Year': ['1984']}"
director milos foreman and actor f murray abraham won oscars for what film,"{'Director': ['milos foreman'], 'Actor': ['f murray abraham'], 'Award': ['oscars']}"
jack nicholson and louise fletcher won oscars for their starring roles in this 1975 drama,"{'Actor': ['jack nicholson', 'louise fletcher'], 'Award': ['oscars'], 'Year': ['1975'], 'Genre': ['drama']}"
what is the movie starring kurt russell about a group of scientists in the arctic that get attacked by a creature that can mimic any living thing,"{'Actor': ['kurt russell'], 'Plot': ['a group of scientists in the arctic that get attacked by a creature that can mimic any living thing']}"
what is the movie starring bruce willis as a new york cop who squares off against alan rickman,"{'Actor': ['bruce willis', 'alan rickman'], 'Plot': ['a new york cop who squares off against']}"
when two kids play an old magic board game they found they release a man trapped for decades in it and a host of dangers that can only be stopped by finishing the game is the plot of this 1995 comedy adventure starring robin williams,"{'Plot': ['when two kids play an old magic board game they found they release a man trapped for decades in it and a host of dangers that can only be stopped by finishing the game'], 'Year': ['1995'], 'Genre': ['comedy adventure'], 'Actor': ['robin williams']}"
i am thinking of a movie that stars david naughton as a young man from the u s who gets bitten by a mythical beast as he backpacks abroad,"{'Actor': ['david naughton'], 'Plot': ['young man from the u s who gets bitten by a mythical beast as he backpacks abroad']}"
the 3 rd movie in the beloved series of movies based off the best selling books by british author j k rowling,"{'Relationship': ['3 rd movie in the beloved series'], 'Origin': ['based off the best selling books by british author j k rowling']}"
what 2012 ang lee film based on the best selling book of the same name is about a boy and a tiger,"{'Year': ['2012'], 'Director': ['ang lee'], 'Origin': ['based on the best selling book of the same name'], 'Plot': ['a boy and a tiger']}"
what is the movie starring brad pitt and anthony hopkins about three brothers and their father living in the remote wilderness in the 1900 s,"{'Actor': ['brad pitt', 'anthony hopkins'], 'Plot': ['three brothers and their father living in the remote wilderness in the 1900 s']}"
i m thinking of a movie where a book comes to life for a young boy and he is transported into the story and has to save a princess,{'Plot': ['a book comes to life for a young boy and he is transported into the story and has to save a princess']}
what s the nature documentary about an animal that gets separated from its family and then gets adopted,"{'Genre': ['nature documentary'], 'Plot': ['an animal that gets separated from its family and then gets adopted']}"
transplanted to mars a civil war vet discovers a lush planet inhabited by 12 foot tall barbarians is the plot of this 2012 action adventure movie,"{'Plot': ['transplanted to mars a civil war vet discovers a lush planet inhabited by 12 foot tall barbarians'], 'Year': ['2012'], 'Genre': ['action adventure']}"
what low rated film spoofs off teen flicks that star sparkling heart throbs and werewolves,"{'Opinion': ['low rated'], 'Genre': ['spoofs'], 'Plot': ['teen flicks', 'star sparkling heart throbs and werewolves']}"
what is the 1970 robert altman war movie which led to a very successful television series of the same name,"{'Year': ['1970'], 'Director': ['robert altman'], 'Genre': ['war movie']}"
what is the movie about a space ship with a recent year in its name,{'Plot': ['a space ship']}
i am thinking of a film that stars queen latifah and dolly parton as leaders of a church choir,"{'Actor': ['queen latifah', 'dolly parton'], 'Plot': ['leaders of a church choir']}"
what is the tyler perry movie where that big black woman has to be exported to protect herself,"{'Director': ['tyler perry'], 'Plot': ['big black woman has to be exported to protect herself']}"
surely you must know the 1980 comedy directed by the zucker brothers and jim abrahams,"{'Year': ['1980'], 'Genre': ['comedy'], 'Director': ['zucker brothers', 'jim abrahams']}"
even if this movie s title is lacking the phrase of mars it was inspired by an edgar rice burroughs short story,{'Origin': ['edgar rice burroughs short story']}
goldie hawn bette midler and diane keaton star in this 1996 about divorce and revenge,"{'Actor': ['goldie hawn bette midler', 'diane keaton'], 'Year': ['1996'], 'Plot': ['about divorce and revenge']}"
