Sentence,NER,types
BOSTON 69 65 .515 5 1/2,"{""ORG"": [""BOSTON""]}",conll2003
TORONTO 63 71 .470 11 1/2,"{""ORG"": [""TORONTO""]}",conll2003
DETROIT 48 86 .358 26 1/2,"{""ORG"": [""DETROIT""]}",conll2003
CENTRAL DIVISION,"{""MISC"": [""CENTRAL DIVISION""]}",conll2003
CLEVELAND 80 53 .602 -,"{""ORG"": [""CLEVELAND""]}",conll2003
CHICAGO 71 64 .526 10,"{""ORG"": [""CHICAGO""]}",conll2003
MINNESOTA 67 67 .500 13 1/2,"{""ORG"": [""MINNESOTA""]}",conll2003
MILWAUKEE 64 71 .474 17,"{""ORG"": [""MILWAUKEE""]}",conll2003
KANSAS CITY 61 74 .452 20,"{""ORG"": [""KANSAS CITY""]}",conll2003
WESTERN DIVISION,"{""MISC"": [""WESTERN DIVISION""]}",conll2003
TEXAS 75 58 .564 -,"{""ORG"": [""TEXAS""]}",conll2003
SEATTLE 70 63 .526 5,"{""ORG"": [""SEATTLE""]}",conll2003
OAKLAND 64 72 .471 12 1/2,"{""ORG"": [""OAKLAND""]}",conll2003
CALIFORNIA 62 72 .463 13 1/2,"{""ORG"": [""CALIFORNIA""]}",conll2003
"FRIDAY , AUGUST 30 SCHEDULE",{},conll2003
KANSAS CITY AT DETROIT,"{""ORG"": [""KANSAS CITY""], ""LOC"": [""DETROIT""]}",conll2003
CHICAGO AT TORONTO,"{""ORG"": [""CHICAGO""], ""LOC"": [""TORONTO""]}",conll2003
MINNESOTA AT MILWAUKEE,"{""ORG"": [""MINNESOTA""], ""LOC"": [""MILWAUKEE""]}",conll2003
CLEVELAND AT TEXAS,"{""ORG"": [""CLEVELAND""], ""LOC"": [""TEXAS""]}",conll2003
NEW YORK AT CALIFORNIA,"{""ORG"": [""NEW YORK""], ""LOC"": [""CALIFORNIA""]}",conll2003
BOSTON AT OAKLAND,"{""ORG"": [""BOSTON""], ""LOC"": [""OAKLAND""]}",conll2003
BALTIMORE AT SEATTLE,"{""ORG"": [""BALTIMORE""], ""LOC"": [""SEATTLE""]}",conll2003
NATIONAL LEAGUE,"{""MISC"": [""NATIONAL LEAGUE""]}",conll2003
EASTERN DIVISION,"{""MISC"": [""EASTERN DIVISION""]}",conll2003
W L PCT GB,{},conll2003
ATLANTA 83 49 .629 -,"{""ORG"": [""ATLANTA""]}",conll2003
MONTREAL 71 61 .538 12,"{""ORG"": [""MONTREAL""]}",conll2003
FLORIDA 64 70 .478 20,"{""ORG"": [""FLORIDA""]}",conll2003
NEW YORK 59 75 .440 25,"{""ORG"": [""NEW YORK""]}",conll2003
PHILADELPHIA 54 80 .403 30,"{""ORG"": [""PHILADELPHIA""]}",conll2003
CENTRAL DIVISION,"{""MISC"": [""CENTRAL DIVISION""]}",conll2003
HOUSTON 72 63 .533 -,"{""ORG"": [""HOUSTON""]}",conll2003
ST LOUIS 69 65 .515 2 1/2,"{""ORG"": [""ST LOUIS""]}",conll2003
CINCINNATI 66 67 .496 5,"{""ORG"": [""CINCINNATI""]}",conll2003
CHICAGO 65 66 .496 5,"{""ORG"": [""CHICAGO""]}",conll2003
PITTSBURGH 56 77 .421 15,"{""ORG"": [""PITTSBURGH""]}",conll2003
WESTERN DIVISION,"{""MISC"": [""WESTERN DIVISION""]}",conll2003
SAN DIEGO 75 60 .556 -,"{""ORG"": [""SAN DIEGO""]}",conll2003
LOS ANGELES 72 61 .541 2,"{""ORG"": [""LOS ANGELES""]}",conll2003
COLORADO 70 65 .519 5,"{""ORG"": [""COLORADO""]}",conll2003
SAN FRANCISCO 57 74 .435 16,"{""ORG"": [""SAN FRANCISCO""]}",conll2003
"FRIDAY , AUGUST 30 SCHEDULE",{},conll2003
ATLANTA AT CHICAGO,"{""ORG"": [""ATLANTA""], ""LOC"": [""CHICAGO""]}",conll2003
FLORIDA AT CINCINNATI,"{""ORG"": [""FLORIDA""], ""LOC"": [""CINCINNATI""]}",conll2003
SAN DIEGO AT MONTREAL,"{""ORG"": [""SAN DIEGO""], ""LOC"": [""MONTREAL""]}",conll2003
LOS ANGELES AT PHILADELPHIA,"{""ORG"": [""LOS ANGELES""], ""LOC"": [""PHILADELPHIA""]}",conll2003
HOUSTON AT PITTSBURGH,"{""ORG"": [""HOUSTON""], ""LOC"": [""PITTSBURGH""]}",conll2003
SAN FRANCISCO AT NEW YORK,"{""ORG"": [""SAN FRANCISCO""], ""LOC"": [""NEW YORK""]}",conll2003
COLORADO AT ST LOUIS,"{""ORG"": [""COLORADO""], ""LOC"": [""ST LOUIS""]}",conll2003
-DOCSTART-,{},conll2003
BASEBALL - MAJOR LEAGUE RESULTS THURSDAY .,"{""MISC"": [""MAJOR LEAGUE""]}",conll2003
NEW YORK 1996-08-30,"{""LOC"": [""NEW YORK""]}",conll2003
Results of Major League,"{""MISC"": [""Major League""]}",conll2003
Baseball games played on Thursday ( home team in CAPS ) :,{},conll2003
American League,"{""MISC"": [""American League""]}",conll2003
DETROIT 4 Kansas City 1,"{""ORG"": [""DETROIT"", ""Kansas City""]}",conll2003
Minnesota 6 MILWAUKEE 1,"{""ORG"": [""Minnesota"", ""MILWAUKEE""]}",conll2003
CALIFORNIA 14 New York 3,"{""ORG"": [""CALIFORNIA"", ""New York""]}",conll2003
SEATTLE 9 Baltimore 6,"{""ORG"": [""SEATTLE"", ""Baltimore""]}",conll2003
National League,"{""MISC"": [""National League""]}",conll2003
San Diego 3 NEW YORK 2,"{""ORG"": [""San Diego"", ""NEW YORK""]}",conll2003
Chicago 4 HOUSTON 3,"{""ORG"": [""Chicago"", ""HOUSTON""]}",conll2003
Cincinnati 18 COLORADO 7,"{""ORG"": [""Cincinnati"", ""COLORADO""]}",conll2003
Atlanta 5 PITTSBURGH 1,"{""ORG"": [""Atlanta"", ""PITTSBURGH""]}",conll2003
Los Angeles 2 MONTREAL 1,"{""ORG"": [""Los Angeles"", ""MONTREAL""]}",conll2003
Florida 10 ST LOUIS 9,"{""ORG"": [""Florida"", ""ST LOUIS""]}",conll2003
-DOCSTART-,{},conll2003
"TENNIS - TARANGO , O'BRIEN SPRING TWIN UPSETS UNDER THE LIGHTS .","{""PER"": [""TARANGO"", ""O'BRIEN""]}",conll2003
Larry Fine,"{""PER"": [""Larry Fine""]}",conll2003
NEW YORK 1996-08-30,"{""LOC"": [""NEW YORK""]}",conll2003
Andre Agassi escaped disaster on Thursday but Wimbledon finalist MaliVai Washington and Marcelo Rios were not so fortunate on a night of upsets at the U.S. Open .,"{""PER"": [""Andre Agassi"", ""MaliVai Washington"", ""Marcelo Rios""], ""MISC"": [""Wimbledon"", ""U.S. Open""]}",conll2003
The 11th-seeded Washington fell short of reprising his Wimbledon miracle comeback as he lost to red-hot wildcard Alex O'Brien 6-3 6-4 5-7 3-6 6-3 in a two hour 51 minute struggle on the Stadium court .,"{""PER"": [""Washington"", ""Alex O'Brien""], ""MISC"": [""Wimbledon""]}",conll2003
"Next door on the grandstand , 10th seed Rios lost to another player with a Wimbledon connection -- bad boy Jeff Tarango .","{""PER"": [""Rios"", ""Jeff Tarango""], ""MISC"": [""Wimbledon""]}",conll2003
The temperamental left-hander defeated the Chilean 6-4 4-6 7-6 6-2 .,"{""MISC"": [""Chilean""]}",conll2003
"The day programme went smoothly although sixth-seeded former champion Agassi had to wriggle out of a dangerous 3-6 0-4 hole , winning 18 of the last 19 games against India 's Leander Paes .","{""PER"": [""Agassi"", ""Leander Paes""], ""LOC"": [""India""]}",conll2003
But the night belonged to the upstarts .,{},conll2003
"Washington , who climbed back from a 1-5 deficit , two sets down in the third set against Todd Martin in the Wimbledon semifinals , looked poised for another sensational comeback .","{""PER"": [""Washington"", ""Todd Martin""], ""MISC"": [""Wimbledon""]}",conll2003
"O'Brien , a winner two weeks ago in New Haven for his first pro title , served for the match at 5-4 in the third set before Washington came charging back .","{""PER"": [""O'Brien"", ""Washington""], ""LOC"": [""New Haven""]}",conll2003
""" I just kept saying to myself , ' keep giving yourself the best chance to win , keep battling , maybe something will happen , ' "" said the 26-year-old O'Brien , ranked 65th .","{""PER"": [""O'Brien""]}",conll2003
""" I kept my composure and I was proud of myself for that -- usually I would have folded up the tent and gone home . """,{},conll2003
"The hard-serving O'Brien , a former U.S. collegiate national champion , fired up 17 aces to ultimately subdue the never-say-die Washington .","{""PER"": [""O'Brien"", ""Washington""], ""LOC"": [""U.S.""]}",conll2003
"The fifth set stayed on serve until the sixth game , when Washington , after saving one break point with a forehand winner down the line , netted a backhand to give O'Brien a 4-2 lead .","{""PER"": [""Washington"", ""O'Brien""]}",conll2003
The Texan blasted in two aces to hold serve at 5-2 and then converted his eighth match point for victory when Washington found the net with another backhand from 40-0 .,"{""MISC"": [""Texan""], ""PER"": [""Washington""]}",conll2003
""" You just kind of keep fighting and you keep trying to make him play a little bit .",{},conll2003
"I think he got a little tight at a couple of moments , "" said Washington . ""","{""PER"": [""Washington""]}",conll2003
"But I think he served pretty well when he had to . """,{},conll2003
"Tarango , whose Wimbledon tantrum two years ago brought him a $ 28,000 fine and suspension from this year 's tournament at the All-England Club , argued calls and taunted fans in his lively two hour , 24 minute tango with Rios on the grandstand .","{""PER"": [""Tarango"", ""Rios""], ""MISC"": [""Wimbledon""], ""ORG"": [""All-England Club""]}",conll2003
"A boisterous cheering section backed the distracted Chilean and booed the lanky American , who ate up all the attention .","{""MISC"": [""Chilean"", ""American""]}",conll2003
""" I 'm an emotional player , "" said the 104th-ranked Tarango . ""","{""PER"": [""Tarango""]}",conll2003
"I think I played very well tonight , very focused . """,{},conll2003
"The match turned on the third-set tiebreaker , which the American won 7-5 much to the dismay of the spectators .","{""MISC"": [""American""]}",conll2003
""" I love the crowd if they boo me every day .",{},conll2003
"It fires me up , makes me play my best tennis , "" Tarango said .","{""PER"": [""Tarango""]}",conll2003
""" I played some of my best tennis in college when fraternities were throwing beer on me .",{},conll2003
"If tennis was like that every day , I think everybody wold be having a lot more fun . """,{},conll2003
Rios did not appreciate Tarango 's antics .,"{""PER"": [""Rios"", ""Tarango""]}",conll2003
""" He 's always complaining too much , "" said Rios . ""","{""PER"": [""Rios""]}",conll2003
But I think it 's not that .,{},conll2003
I think I played really bad .,{},conll2003
It was tough to play at night .,{},conll2003
Balls were going really fast .,{},conll2003
I lost too many points that I never lose .,{},conll2003
"I did n't play my tennis . """,{},conll2003
""" I do n't see the ball like I see during the day .",{},conll2003
I play an American so that 's why I play at night .,"{""MISC"": [""American""]}",conll2003
"I did n't feel good on the court . """,{},conll2003
"At the end of the match , Tarango blew sarcastic kisses to the crowd , then jiggled his body to a Rios rooting section in a jeering salute .","{""PER"": [""Tarango"", ""Rios""]}",conll2003
""" I support their enthusiasm , "" Tarango said about the fans . ""","{""PER"": [""Tarango""]}",conll2003
"At the same time , they 're cheering blatantly against me .",{},conll2003
"After I won I figured I could give them a little razzle-dazzle . """,{},conll2003
-DOCSTART-,{},conll2003
NFL AMERICAN FOOTBALL-RANDALL CUNNINGHAM RETIRES .,"{""ORG"": [""NFL""], ""MISC"": [""AMERICAN FOOTBALL-RANDALL""], ""PER"": [""CUNNINGHAM""]}",conll2003
PHILADELPHIA 1996-08-29,"{""LOC"": [""PHILADELPHIA""]}",conll2003
"Randall Cunningham , the National Football League 's all-time leading rusher as a quarterback and one of the most athletic players ever to line up over centre , retired Thursday .","{""PER"": [""Randall Cunningham""], ""ORG"": [""National Football League""]}",conll2003
Cunningham played his entire 11-year career with the Philadelphia Eagles .,"{""PER"": [""Cunningham""], ""ORG"": [""Philadelphia Eagles""]}",conll2003
"A three-time Pro Bowl selection , Cunningham rushed for 4,482 yards on 677 carries .","{""MISC"": [""Pro Bowl""], ""PER"": [""Cunningham""]}",conll2003
""" I would like to thank the Eagles organisation and the wonderful fans of Philadelphia for supporting me throughout my career , "" Cunningham said .","{""ORG"": [""Eagles"", ""Philadelphia""], ""PER"": [""Cunningham""]}",conll2003
""" Although it saddens me to leave , I am looking forward to spending more time with my family and pursuing other interests that have been on the back burner for sometime . """,{},conll2003
""" Randall was one of the most exciting quarterbacks in NFL history , "" said Eagles owner Jeffrey Lurie . ""","{""PER"": [""Randall"", ""Jeffrey Lurie""], ""ORG"": [""NFL"", ""Eagles""]}",conll2003
"During his 11 years in Philadelphia , Randall was the cornerstone of the Eagles ' franchise and brought many great moments to fans in Philadelphia as well as across the NFL . ""","{""LOC"": [""Philadelphia"", ""Philadelphia""], ""PER"": [""Randall""], ""ORG"": [""Eagles"", ""NFL""]}",conll2003
"A second-round choice in 1985 , Cunningham completed 1,874-of-3,362 passes ( 55.7 percent ) for 22,877 yards and 150 touchdowns .","{""PER"": [""Cunningham""]}",conll2003
Cunningham has already been signed as a broadcaster .,"{""PER"": [""Cunningham""]}",conll2003
-DOCSTART-,{},conll2003
GOLF - LEADING SCORES AT GREATER MILWAUKEE OPEN .,"{""MISC"": [""GREATER MILWAUKEE OPEN""]}",conll2003
"MILWAUKEE , Wisconsin 1996-08-29","{""LOC"": [""MILWAUKEE"", ""Wisconsin""]}",conll2003
Leading scores in,{},conll2003
"the $ 1.2 million Greater Milwaukee Open at the par-71 ,","{""MISC"": [""Greater Milwaukee Open""]}",conll2003
"6,739-yard Brown Deer Park Golf Course after the first round","{""LOC"": [""Brown Deer Park Golf Course""]}",conll2003
on Thursday ( players U.S. unless stated ) :,"{""LOC"": [""U.S.""]}",conll2003
62 Nolan Henke,"{""PER"": [""Nolan Henke""]}",conll2003
64 Bob Estes,"{""PER"": [""Bob Estes""]}",conll2003
"65 Billy Andrade , Duffy Waldorf , Jesper Parnevik ( Sweden )","{""PER"": [""Billy Andrade"", ""Duffy Waldorf"", ""Jesper Parnevik""], ""LOC"": [""Sweden""]}",conll2003
"66 Neal Lancaster , Dave Barr ( Canada ) , Mike Sullivan , Willie","{""PER"": [""Neal Lancaster"", ""Dave Barr"", ""Mike Sullivan"", ""Willie""], ""LOC"": [""Canada""]}",conll2003
"Wood , Loren Roberts , Steve Stricker , Brian Claar , Russ Cochran","{""PER"": [""Wood"", ""Loren Roberts"", ""Steve Stricker"", ""Brian Claar"", ""Russ Cochran""]}",conll2003
"67 Mark Calcavecchia , Payne Stewart , Billy Mayfair , Ken","{""PER"": [""Mark Calcavecchia"", ""Payne Stewart"", ""Billy Mayfair"", ""Ken""]}",conll2003
"Green , Jerry Kelly , Tim Simpson , Olin Browne , Shane Bortsch ,","{""PER"": [""Green"", ""Jerry Kelly"", ""Tim Simpson"", ""Olin Browne"", ""Shane Bortsch""]}",conll2003
"Mike Hulbert , Brian Henninger , Tiger Woods , Steve Jurgenson ,","{""PER"": [""Mike Hulbert"", ""Brian Henninger"", ""Tiger Woods"", ""Steve Jurgenson""]}",conll2003
Bryan Gorman,"{""PER"": [""Bryan Gorman""]}",conll2003
-DOCSTART-,{},conll2003
"GOLF - HENKE TAKES LEAD IN MILWAUKEE , WOODS MAKES PRO DEBUT .","{""PER"": [""HENKE"", ""WOODS""], ""LOC"": [""MILWAUKEE""]}",conll2003
"MILWAUKEE , Wisconsin 1996-08-29","{""LOC"": [""MILWAUKEE"", ""Wisconsin""]}",conll2003
Nolan Henke fired a nine-under-par 62 to grab a two-shot lead after the opening round of the $ 1.2 million Greater Milwaukee Open Thursday as 20-year-old Tiger Woods shot 67 in his professional debut .,"{""PER"": [""Nolan Henke"", ""Tiger Woods""], ""MISC"": [""Greater Milwaukee Open""]}",conll2003
"Henke stood two strokes ahead of Bob Estes and three up on Billy Andrade , Duffy Waldorf and Jesper Parnevik .","{""PER"": [""Henke"", ""Bob Estes"", ""Billy Andrade"", ""Duffy Waldorf"", ""Jesper Parnevik""]}",conll2003
"Woods , who turned pro Tuesday after winning an unprecedented third successive U.S. Amateur Championship , almost eagled the 18th hole .","{""PER"": [""Woods""], ""MISC"": [""U.S. Amateur Championship""]}",conll2003
He settled for a birdie and a four-under opening round that left him five shots off the pace .,{},conll2003
""" Yesterday was the toughest day I 've had for a long time , "" Woods said . ""","{""PER"": [""Woods""]}",conll2003
"Today , I got to play golf . """,{},conll2003
"He added : "" I thought I got off off to a great start .",{},conll2003
It was a perfect start .,{},conll2003
"I 'm in a good position . """,{},conll2003
"Henke , who called his round a "" pleasant surprise , "" finished with six birdies on the final eight holes .","{""PER"": [""Henke""]}",conll2003
""" We finally got things going in the right direction , "" he said . """,{},conll2003
It was my best round in a very long time .,{},conll2003
My short game has improved since I 've had to use it so often .,{},conll2003
That 's always been the worst part of my game .,{},conll2003
"All in all , playing bad 's been a good experience . """,{},conll2003
"Henke , who came within one shot of the course record set by Andrew Magee during Wednesday 's pro-am , has three career PGA Tour victories , but none since the 1993 BellSouth Classic .","{""PER"": [""Henke"", ""Andrew Magee""], ""MISC"": [""PGA Tour"", ""BellSouth Classic""]}",conll2003
"Estes , whose only win came at the 1994 Texas Open and whose best finish this year was a third-place tie at the Nortel Open in January , eagled the par-five fourth hole and added five birdies to grab sole possession of second place .","{""PER"": [""Estes""], ""MISC"": [""Texas Open"", ""Nortel Open""]}",conll2003
""" No bogeys on the card , "" he noted . """,{},conll2003
"Sometimes I take more pride in that . """,{},conll2003
"Woods was among a group of 13 players at four under , including 1993 champion Billy Mayfair , who tied for second at last week 's World Series of Golf , and former U.S. Open champ Payne Stewart .","{""PER"": [""Woods"", ""Billy Mayfair"", ""Payne Stewart""], ""MISC"": [""World Series of Golf"", ""U.S. Open""]}",conll2003
Defending champion Scott Hoch shot a three-under 68 and was six strokes back .,"{""PER"": [""Scott Hoch""]}",conll2003
"Phil Mickelson , the only four-time winner on the PGA Tour , skipped the tournament after winning the World Series of Golf last week .","{""PER"": [""Phil Mickelson""], ""MISC"": [""PGA Tour"", ""World Series of Golf""]}",conll2003
"Mark Brooks , Tom Lehman and Mark O'Meara , who make up the rest of the top four on the money list , also took the week off .","{""PER"": [""Mark Brooks"", ""Tom Lehman"", ""Mark O'Meara""]}",conll2003
-DOCSTART-,{},conll2003
SOCCER - SILVA 'S `LOST PASSPORT ' EXCUSE NOT ENOUGH FOR FIFA .,"{""PER"": [""SILVA""], ""ORG"": [""FIFA""]}",conll2003
MADRID 1996-08-30,"{""LOC"": [""MADRID""]}",conll2003
"Spanish first division team Deportivo Coruna will be without key midfielder Mauro Silva for Saturday 's game with Real Madrid after FIFA , soccer 's world governing body , suspended the Brazilian for one game for missing his national side 's European tour .","{""MISC"": [""Spanish"", ""Brazilian"", ""European""], ""ORG"": [""Deportivo Coruna"", ""Real Madrid"", ""FIFA""], ""PER"": [""Mauro Silva""]}",conll2003
"Silva excused his absence from Brazil 's game against Russia , on Wednesday , and Saturday 's match with the Netherlands by saying he had lost his passport .","{""PER"": [""Silva""], ""LOC"": [""Brazil"", ""Russia"", ""Netherlands""]}",conll2003
But that did not prevent him from collecting the one-match suspension .,{},conll2003
-DOCSTART-,{},conll2003
ATHLETICS - MITCHELL DEFEATS BAILEY IN FRONT OF FORMER CHAMPIONS .,"{""PER"": [""MITCHELL"", ""BAILEY""]}",conll2003
Adrian Warner,"{""PER"": [""Adrian Warner""]}",conll2003
BERLIN 1996-08-30,"{""LOC"": [""BERLIN""]}",conll2003
American Dennis Mitchell outclassed Olympic 100 metres champion Donovan Bailey for the third time at a major post-Games meeting in front of the most experienced sprinting crowd in the world on Friday .,"{""MISC"": [""American"", ""Olympic"", ""post-Games""], ""PER"": [""Dennis Mitchell"", ""Donovan Bailey""]}",conll2003
"Watched by an array of former Olympic sprint champions at the Berlin grand prix meeting , Mitchell made a brilliant start in the 100 metres and held off Bailey 's strong finish to win in 10.08 seconds despite cool conditions .","{""MISC"": [""Olympic""], ""LOC"": [""Berlin""], ""PER"": [""Mitchell"", ""Bailey""]}",conll2003
