Sentence,NER
WESTERN DIVISION,{}
SAN DIEGO 75 60 .556 -,"{'I-MISC': [['WESTERN', 'DIVISION']], 'I-ORG': ['SAN DIEGO']}"
LOS ANGELES 72 61 .541 2,{'I-ORG': ['LOS ANGELES']}
COLORADO 70 65 .519 5,{'I-ORG': ['COLORADO']}
SAN FRANCISCO 57 74 .435 16,{'I-ORG': ['SAN FRANCISCO']}
"FRIDAY, AUGUST 30 SCHEDULE",{}
ATLANTA AT CHICAGO,{'I-ORG': ['ATLANTA']}
FLORIDA AT CINCINNATI,"{'I-LOC': [['CHICAGO']], 'I-ORG': ['FLORIDA']}"
SAN DIEGO AT MONTREAL,"{'I-LOC': [['CINCINNATI']], 'I-ORG': ['SAN DIEGO']}"
LOS ANGELES AT PHILADELPHIA,"{'I-LOC': [['MONTREAL']], 'I-ORG': ['LOS ANGELES']}"
HOUSTON AT PITTSBURGH,"{'I-LOC': [['PHILADELPHIA']], 'I-ORG': ['HOUSTON']}"
SAN FRANCISCO AT NEW YORK,"{'I-LOC': [['PITTSBURGH']], 'I-ORG': ['SAN FRANCISCO']}"
COLORADO AT ST LOUIS,"{'I-LOC': [['NEW', 'YORK']], 'I-ORG': ['COLORADO']}"
-DOCSTART-,{'I-LOC': ['ST LOUIS']}
BASEBALL - MAJOR LEAGUE RESULTS THURSDAY.,{'I-MISC': ['MAJOR LEAGUE']}
NEW YORK 1996-08-30,{'I-LOC': ['NEW YORK']}
Results of Major League,{}
Baseball games played on Thursday (home team in CAPS) :,{'I-MISC': ['Major League']}
American League,{}
DETROIT 4 Kansas City 1,"{'I-MISC': [['American', 'League']], 'I-ORG': ['DETROIT', 'Kansas City']}"
Minnesota 6 MILWAUKEE 1,"{'I-ORG': ['Minnesota', 'MILWAUKEE']}"
CALIFORNIA 14 New York 3,"{'I-ORG': ['CALIFORNIA', 'New York']}"
SEATTLE 9 Baltimore 6,"{'I-ORG': ['SEATTLE', 'Baltimore']}"
National League,{}
San Diego 3 NEW YORK 2,"{'I-MISC': [['National', 'League']], 'I-ORG': ['San Diego', 'NEW YORK']}"
Chicago 4 HOUSTON 3,"{'I-ORG': ['Chicago', 'HOUSTON']}"
Cincinnati 18 COLORADO 7,"{'I-ORG': ['Cincinnati', 'COLORADO']}"
Atlanta 5 PITTSBURGH 1,"{'I-ORG': ['Atlanta', 'PITTSBURGH']}"
Los Angeles 2 MONTREAL 1,"{'I-ORG': ['Los Angeles', 'MONTREAL']}"
Florida 10 ST LOUIS 9,"{'I-ORG': ['Florida', 'ST LOUIS']}"
-DOCSTART-,{}
"TENNIS - TARANGO, O'BRIEN SPRING TWIN UPSETS UNDER THE LIGHTS.","{'I-PER': ['TARANGO', ""O'BRIEN""]}"
Larry Fine,{}
NEW YORK 1996-08-30,"{'I-PER': [['Larry', 'Fine']], 'I-LOC': ['NEW YORK']}"
Andre Agassi escaped disaster on Thursday but Wimbledon finalist MaliVai Washington and Marcelo Rios were not so fortunate on a night of upsets at the U.S. Open.,"{'I-PER': ['Andre Agassi', 'MaliVai Washington', 'Marcelo Rios'], 'I-MISC': ['Wimbledon', 'U.S. Open']}"
The 11th-seeded Washington fell short of reprising his Wimbledon miracle comeback as he lost to red-hot wildcard Alex O'Brien 6-3 6-4 5-7 3-6 6-3 in a two hour 51 minute struggle on the Stadium court.,"{'I-PER': ['Washington', ""Alex O'Brien""], 'I-MISC': ['Wimbledon']}"
"Next door on the grandstand, 10th seed Rios lost to another player with a Wimbledon connection -- bad boy Jeff Tarango.","{'I-PER': ['Rios', 'Jeff Tarango'], 'I-MISC': ['Wimbledon']}"
The temperamental left-hander defeated the Chilean 6-4 4-6 7-6 6-2.,{'I-MISC': ['Chilean']}
"The day programme went smoothly although sixth-seeded former champion Agassi had to wriggle out of a dangerous 3-6 0-4 hole, winning 18 of the last 19 games against India's Leander Paes.","{'I-PER': ['Agassi', 'Leander Paes'], 'I-LOC': ['India']}"
But the night belonged to the upstarts.,{}
"Washington, who climbed back from a 1-5 deficit, two sets down in the third set against Todd Martin in the Wimbledon semifinals, looked poised for another sensational comeback.","{'I-PER': ['Washington', 'Todd Martin'], 'I-MISC': ['Wimbledon']}"
"O'Brien, a winner two weeks ago in New Haven for his first pro title, served for the match at 5-4 in the third set before Washington came charging back.","{'I-PER': [""O'Brien"", 'Washington'], 'I-LOC': ['New Haven']}"
"""I just kept saying to myself, ' keep giving yourself the best chance to win, keep battling, maybe something will happen, '"" said the 26-year-old O'Brien, ranked 65th.","{'I-PER': [""O'Brien""]}"
"""I kept my composure and I was proud of myself for that -- usually I would have folded up the tent and gone home.""",{}
"The hard-serving O'Brien, a former U.S. collegiate national champion, fired up 17 aces to ultimately subdue the never-say-die Washington.","{'I-PER': [""O'Brien"", 'Washington'], 'I-LOC': ['U.S.']}"
"The fifth set stayed on serve until the sixth game, when Washington, after saving one break point with a forehand winner down the line, netted a backhand to give O'Brien a 4-2 lead.","{'I-PER': ['Washington', ""O'Brien""]}"
The Texan blasted in two aces to hold serve at 5-2 and then converted his eighth match point for victory when Washington found the net with another backhand from 40-0.,"{'I-MISC': ['Texan'], 'I-PER': ['Washington']}"
"""You just kind of keep fighting and you keep trying to make him play a little bit.",{}
"I think he got a little tight at a couple of moments, ""said Washington.""",{'I-PER': ['Washington']}
"But I think he served pretty well when he had to. """,{}
"Tarango, whose Wimbledon tantrum two years ago brought him a $28,000 fine and suspension from this year's tournament at the All-England Club, argued calls and taunted fans in his lively two hour, 24 minute tango with Rios on the grandstand.","{'I-PER': ['Tarango', 'Rios'], 'I-MISC': ['Wimbledon'], 'I-ORG': ['All-England Club']}"
"A boisterous cheering section backed the distracted Chilean and booed the lanky American, who ate up all the attention.","{'I-MISC': ['Chilean', 'American']}"
"""I 'm an emotional player,"" said the 104th-ranked Tarango. """,{'I-PER': ['Tarango']}
"I think I played very well tonight, very focused. """,{}
"The match turned on the third-set tiebreaker, which the American won 7-5 much to the dismay of the spectators.",{'I-MISC': ['American']}
"""I love the crowd if they boo me every day.",{}
"It fires me up, makes me play my best tennis, ""Tarango said.",{'I-PER': ['Tarango']}
"""I played some of my best tennis in college when fraternities were throwing beer on me.",{}
"If tennis was like that every day, I think everybody wold be having a lot more fun. """,{}
Rios did not appreciate Tarango's antics.,"{'I-PER': ['Rios', 'Tarango']}"
"""He 's always complaining too much,"" said Rios. """,{'I-PER': ['Rios']}
But I think it 's not that.,{}
I think I played really bad.,{}
It was tough to play at night.,{}
Balls were going really fast.,{}
I lost too many points that I never lose.,{}
"I did n't play my tennis. """,{}
"""I do n't see the ball like I see during the day.",{}
I play an American so that 's why I play at night.,{'I-MISC': ['American']}
"I did n't feel good on the court. """,{}
"At the end of the match, Tarango blew sarcastic kisses to the crowd, then jiggled his body to a Rios rooting section in a jeering salute.","{'I-PER': ['Tarango', 'Rios']}"
"""I support their enthusiasm,"" Tarango said about the fans. """,{'I-PER': ['Tarango']}
"At the same time, they 're cheering blatantly against me.",{}
"After I won I figured I could give them a little razzle-dazzle. """,{}
-DOCSTART-,{}
NFL AMERICAN FOOTBALL-RANDALL CUNNINGHAM RETIRES.,"{'I-ORG': [['NFL']], 'I-MISC': [['AMERICAN', 'FOOTBALL-RANDALL']], 'I-PER': ['CUNNINGHAM']}"
PHILADELPHIA 1996-08-29,{'I-LOC': ['PHILADELPHIA']}
"Randall Cunningham, the National Football League's all-time leading rusher as a quarterback and one of the most athletic players ever to line up over centre, retired Thursday.","{'I-PER': ['Randall Cunningham'], 'I-ORG': ['National Football League']}"
Cunningham played his entire 11-year career with the Philadelphia Eagles.,"{'I-PER': ['Cunningham'], 'I-ORG': ['Philadelphia Eagles']}"
"A three-time Pro Bowl selection, Cunningham rushed for 4,482 yards on 677 carries.","{'I-MISC': ['Pro Bowl'], 'I-PER': ['Cunningham']}"
"""I would like to thank the Eagles organisation and the wonderful fans of Philadelphia for supporting me throughout my career,"" Cunningham said.","{'I-ORG': ['Eagles', 'Philadelphia'], 'I-PER': ['Cunningham']}"
"""Although it saddens me to leave, I am looking forward to spending more time with my family and pursuing other interests that have been on the back burner for sometime.""",{}
"""Randall was one of the most exciting quarterbacks in NFL history,"" said Eagles owner Jeffrey Lurie. ""","{'I-PER': ['Randall', 'Jeffrey Lurie'], 'I-ORG': ['NFL', 'Eagles']}"
"During his 11 years in Philadelphia, Randall was the cornerstone of the Eagles' franchise and brought many great moments to fans in Philadelphia as well as across the NFL. ""","{'I-LOC': ['Philadelphia', 'Philadelphia'], 'I-PER': ['Randall'], 'I-ORG': ['Eagles', 'NFL']}"
"A second-round choice in 1985, Cunningham completed 1,874-of-3,362 passes (55.7 percent) for 22,877 yards and 150 touchdowns.",{'I-PER': ['Cunningham']}
Cunningham has already been signed as a broadcaster.,{'I-PER': ['Cunningham']}
-DOCSTART-,{}
GOLF - LEADING SCORES AT GREATER MILWAUKEE OPEN.,{'I-MISC': ['GREATER MILWAUKEE OPEN']}
"MILWAUKEE, Wisconsin 1996-08-29","{'I-LOC': ['MILWAUKEE', 'Wisconsin']}"
Leading scores in,{}
"the $1.2 million Greater Milwaukee Open at the par-71,",{'I-MISC': ['Greater Milwaukee Open']}
"6,739-yard Brown Deer Park Golf Course after the first round",{'I-LOC': ['Brown Deer Park Golf Course']}
on Thursday (players U.S. unless stated) :,{'I-LOC': ['U.S.']}
62 Nolan Henke,{}
64 Bob Estes,{'I-PER': ['Nolan Henke']}
"65 Billy Andrade, Duffy Waldorf, Jesper Parnevik (Sweden)","{'I-PER': ['Bob Estes', 'Billy Andrade', 'Duffy Waldorf', 'Jesper Parnevik'], 'I-LOC': ['Sweden']}"
"66 Neal Lancaster, Dave Barr (Canada), Mike Sullivan, Willie","{'I-PER': ['Neal Lancaster', 'Dave Barr', 'Mike Sullivan'], 'I-LOC': ['Canada']}"
"Wood, Loren Roberts, Steve Stricker, Brian Claar, Russ Cochran","{'I-PER': ['Willie Wood', 'Loren Roberts', 'Steve Stricker', 'Brian Claar']}"
"67 Mark Calcavecchia, Payne Stewart, Billy Mayfair, Ken","{'I-PER': ['Russ Cochran', 'Mark Calcavecchia', 'Payne Stewart', 'Billy Mayfair']}"
"Green, Jerry Kelly, Tim Simpson, Olin Browne, Shane Bortsch,","{'I-PER': ['Ken Green', 'Jerry Kelly', 'Tim Simpson', 'Olin Browne', 'Shane Bortsch']}"
"Mike Hulbert, Brian Henninger, Tiger Woods, Steve Jurgenson,","{'I-PER': ['Mike Hulbert', 'Brian Henninger', 'Tiger Woods', 'Steve Jurgenson']}"
Bryan Gorman,{}
-DOCSTART-,{'I-PER': ['Bryan Gorman']}
"GOLF - HENKE TAKES LEAD IN MILWAUKEE, WOODS MAKES PRO DEBUT.","{'I-PER': ['HENKE', 'WOODS'], 'I-LOC': ['MILWAUKEE']}"
"MILWAUKEE, Wisconsin 1996-08-29","{'I-LOC': ['MILWAUKEE', 'Wisconsin']}"
Nolan Henke fired a nine-under-par 62 to grab a two-shot lead after the opening round of the $1.2 million Greater Milwaukee Open Thursday as 20-year-old Tiger Woods shot 67 in his professional debut.,"{'I-PER': ['Nolan Henke', 'Tiger Woods'], 'I-MISC': ['Greater Milwaukee Open']}"
"Henke stood two strokes ahead of Bob Estes and three up on Billy Andrade, Duffy Waldorf and Jesper Parnevik.","{'I-PER': ['Henke', 'Bob Estes', 'Billy Andrade', 'Duffy Waldorf', 'Jesper Parnevik']}"
"Woods, who turned pro Tuesday after winning an unprecedented third successive U.S. Amateur Championship, almost eagled the 18th hole.","{'I-PER': ['Woods'], 'I-MISC': ['U.S. Amateur Championship']}"
He settled for a birdie and a four-under opening round that left him five shots off the pace.,{}
"""Yesterday was the toughest day I 've had for a long time,"" Woods said. """,{'I-PER': ['Woods']}
"Today, I got to play golf. """,{}
"He added : ""I thought I got off off to a great start.",{}
It was a perfect start.,{}
"I 'm in a good position. """,{}
"Henke, who called his round a ""pleasant surprise,"" finished with six birdies on the final eight holes.",{'I-PER': ['Henke']}
"""We finally got things going in the right direction,"" he said. """,{}
It was my best round in a very long time.,{}
My short game has improved since I 've had to use it so often.,{}
That 's always been the worst part of my game.,{}
"All in all, playing bad's been a good experience. """,{}
"Henke, who came within one shot of the course record set by Andrew Magee during Wednesday's pro-am, has three career PGA Tour victories, but none since the 1993 BellSouth Classic.","{'I-PER': ['Henke', 'Andrew Magee'], 'I-MISC': ['PGA Tour', 'BellSouth Classic']}"
"Estes, whose only win came at the 1994 Texas Open and whose best finish this year was a third-place tie at the Nortel Open in January, eagled the par-five fourth hole and added five birdies to grab sole possession of second place.","{'I-PER': ['Estes'], 'I-MISC': ['Texas Open', 'Nortel Open']}"
"""No bogeys on the card,"" he noted. """,{}
"Sometimes I take more pride in that. """,{}
"Woods was among a group of 13 players at four under, including 1993 champion Billy Mayfair, who tied for second at last week's World Series of Golf, and former U.S. Open champ Payne Stewart.","{'I-PER': ['Woods', 'Billy Mayfair', 'Payne Stewart'], 'I-MISC': ['World Series of Golf', 'U.S. Open']}"
Defending champion Scott Hoch shot a three-under 68 and was six strokes back.,{'I-PER': ['Scott Hoch']}
"Phil Mickelson, the only four-time winner on the PGA Tour, skipped the tournament after winning the World Series of Golf last week.","{'I-PER': ['Phil Mickelson'], 'I-MISC': ['PGA Tour', 'World Series of Golf']}"
"Mark Brooks, Tom Lehman and Mark O'Meara, who make up the rest of the top four on the money list, also took the week off.","{'I-PER': ['Mark Brooks', 'Tom Lehman', ""Mark O'Meara""]}"
-DOCSTART-,{}
SOCCER - SILVA'S `LOST PASSPORT ' EXCUSE NOT ENOUGH FOR FIFA.,"{'I-PER': ['SILVA'], 'I-ORG': ['FIFA']}"
MADRID 1996-08-30,{'I-LOC': ['MADRID']}
"Spanish first division team Deportivo Coruna will be without key midfielder Mauro Silva for Saturday's game with Real Madrid after FIFA, soccer's world governing body, suspended the Brazilian for one game for missing his national side's European tour.","{'I-MISC': ['Spanish', 'Brazilian', 'European'], 'I-ORG': ['Deportivo Coruna', 'Real Madrid', 'FIFA'], 'I-PER': ['Mauro Silva']}"
"Silva excused his absence from Brazil's game against Russia, on Wednesday, and Saturday's match with the Netherlands by saying he had lost his passport.","{'I-PER': ['Silva'], 'I-LOC': ['Brazil', 'Russia', 'Netherlands']}"
But that did not prevent him from collecting the one-match suspension.,{}
-DOCSTART-,{}
ATHLETICS - MITCHELL DEFEATS BAILEY IN FRONT OF FORMER CHAMPIONS.,"{'I-PER': ['MITCHELL', 'BAILEY']}"
Adrian Warner,{}
BERLIN 1996-08-30,"{'I-PER': [['Adrian', 'Warner']], 'I-LOC': ['BERLIN']}"
American Dennis Mitchell outclassed Olympic 100 metres champion Donovan Bailey for the third time at a major post-Games meeting in front of the most experienced sprinting crowd in the world on Friday.,"{'I-MISC': [['American'], 'Olympic', 'post-Games'], 'I-PER': ['Dennis Mitchell', 'Donovan Bailey']}"
"Watched by an array of former Olympic sprint champions at the Berlin grand prix meeting, Mitchell made a brilliant start in the 100 metres and held off Bailey's strong finish to win in 10.08 seconds despite cool conditions.","{'I-MISC': ['Olympic'], 'I-LOC': ['Berlin'], 'I-PER': ['Mitchell', 'Bailey']}"
"Bailey, who set a world record of 9.84 on his way to victory in Atlanta, could not catch his American rival and had to settle for third in a tight finish.","{'I-PER': ['Bailey'], 'I-LOC': ['Atlanta'], 'I-MISC': ['American']}"
Jamaica's Michael Green was second with 10.09 with Bailey finishing in 10.13.,"{'I-LOC': ['Jamaica'], 'I-PER': ['Michael Green', 'Bailey']}"
"Last Friday Mitchell, who finished fourth at the Atlanta Games, upstaged a trio of Olympic champions including Bailey to win the 100 in Brussels.","{'I-PER': ['Mitchell', 'Bailey'], 'I-MISC': ['Atlanta Games', 'Olympic'], 'I-LOC': ['Brussels']}"
Earlier this month he also beat world champion Bailey in Zurich.,"{'I-PER': ['Bailey'], 'I-LOC': ['Zurich']}"
"Berlin, Brussels and Zurich all belong to the most lucrative series in the sport, the Golden Four.","{'I-LOC': ['Berlin', 'Brussels', 'Zurich'], 'I-MISC': ['Golden Four']}"
Among the crowd on Friday were Olympic 100 metres champions going back to 1948.,{'I-MISC': ['Olympic']}
They had been invited to the meeting to watch a special relay to mark the 60th anniversary of Jesse Owens's four gold medals at the 1936 Olympics in the same Berlin stadium.,"{'I-PER': ['Jesse Owens'], 'I-MISC': ['Olympics'], 'I-LOC': ['Berlin']}"
"""Today the concentration was the most important thing for me,"" Mitchell said.",{'I-PER': ['Mitchell']}
"Despite the coolish conditions American Olympic champion Gail Devers looked in commanding form in the women's 100, clocking 10.89 to defeat Jamaican rival Merlene Ottey, who was second in 10.94.","{'I-MISC': ['American Olympic', 'Jamaican'], 'I-PER': ['Gail Devers', 'Merlene Ottey']}"
-DOCSTART-,{}
ATHLETICS - BERLIN GRAND PRIX RESULTS.,{'I-MISC': ['BERLIN GRAND PRIX']}
BERLIN 1996-08-30,{'I-LOC': ['BERLIN']}
Leading results at the Berlin,{}
Grand Prix athletics meeting on Friday :,{'I-MISC': ['Berlin Grand Prix']}
Women's 100 metres hurdles,{}
1. Michelle Freeman (Jamaica) 12.71 seconds,"{'I-PER': ['Michelle Freeman'], 'I-LOC': ['Jamaica']}"
2. Ludmila Engquist (Sweden) 12.74,"{'I-PER': ['Ludmila Engquist'], 'I-LOC': ['Sweden']}"
3. Aliuska Lopez (Cuba) 12.92,"{'I-PER': ['Aliuska Lopez'], 'I-LOC': ['Cuba']}"
4. Brigita Bokovec (Slovenia) 12.92,"{'I-PER': ['Brigita Bokovec'], 'I-LOC': ['Slovenia']}"
5. Dionne Rose (Jamaica) 12.92,"{'I-PER': ['Dionne Rose'], 'I-LOC': ['Jamaica']}"
6. Julie Baumann (Switzerland) 13.11,"{'I-PER': ['Julie Baumann'], 'I-LOC': ['Switzerland']}"
7. Gillian Russell (Jamaica) 13.17,"{'I-PER': ['Gillian Russell'], 'I-LOC': ['Jamaica']}"
"Women's 1,500 metres",{}
1. Svetlana Masterkova (Russia) four minutes 6.87 seconds,"{'I-PER': ['Svetlana Masterkova'], 'I-LOC': ['Russia']}"
2. Patricia Djate-Taillard (France) 4:08.22,"{'I-PER': ['Patricia Djate-Taillard'], 'I-LOC': ['France']}"
3. Carla Sacramento (Portugal) 4:08.96,"{'I-PER': ['Carla Sacramento'], 'I-LOC': ['Portugal']}"
4. Yekaterina Podkopayeva (Russia) 4:09.25,"{'I-PER': ['Yekaterina Podkopayeva'], 'I-LOC': ['Russia']}"
5. Leah Pells (Canada) 4:09.95,"{'I-PER': ['Leah Pells'], 'I-LOC': ['Canada']}"
6. Carmen Wuestenhagen (Germany) 4:10.38,"{'I-PER': ['Carmen Wuestenhagen'], 'I-LOC': ['Germany']}"
7. Margarita Maruseva (Russia) 4:10.87,"{'I-PER': ['Margarita Maruseva'], 'I-LOC': ['Russia']}"
8. Sara Thorsett (U.S.) 4:11.06,"{'I-PER': ['Sara Thorsett'], 'I-LOC': ['U.S.']}"
Men's 110 metres hurdles,{}
1. Mark Crear (U.S.) 13.26 seconds,"{'I-PER': ['Mark Crear'], 'I-LOC': ['U.S.']}"
2. Tony Jarrett (Britain) 13.35,"{'I-PER': ['Tony Jarrett'], 'I-LOC': ['Britain']}"
3. Florian Schwarthoff (Germany) 13.36,"{'I-PER': ['Florian Schwarthoff'], 'I-LOC': ['Germany']}"
4. Emilio Valle (Cuba) 13.52,"{'I-PER': ['Emilio Valle'], 'I-LOC': ['Cuba']}"
5. Falk Balzer (Germany) 13.52,"{'I-PER': ['Falk Balzer'], 'I-LOC': ['Germany']}"
6. Steve Brown (U.S.) 13.53,"{'I-PER': ['Steve Brown'], 'I-LOC': ['U.S.']}"
7. Frank Busemann (Germany) 13.58,"{'I-PER': ['Frank Busemann'], 'I-LOC': ['Germany']}"
8. Jack Pierce (U.S.) 13.60,"{'I-PER': ['Jack Pierce'], 'I-LOC': ['U.S.']}"
Men's 200 metres,{}
1. Frankie Fredericks (Namibia) 19.97 seconds,"{'I-PER': ['Frankie Fredericks'], 'I-LOC': ['Namibia']}"
2. Michael Johnson (U.S.) 20.02,"{'I-PER': ['Michael Johnson'], 'I-LOC': ['U.S.']}"
3. Ato Boldon (Trinidad) 20.37,"{'I-PER': ['Ato Boldon'], 'I-LOC': ['Trinidad']}"
4. Geir Moen (Norway) 20.41,"{'I-PER': ['Geir Moen'], 'I-LOC': ['Norway']}"
5. Patrick Stevens (Belgium) 20.54,"{'I-PER': ['Patrick Stevens'], 'I-LOC': ['Belgium']}"
6. Jon Drummond (U.S.) 20.78,"{'I-PER': ['Jon Drummond'], 'I-LOC': ['U.S.']}"
7. Claus Hirsbro (Denmark) 20.90,"{'I-PER': ['Claus Hirsbro'], 'I-LOC': ['Denmark']}"
8. Ivan Garcia (Cuba) 20.96,"{'I-PER': ['Ivan Garcia'], 'I-LOC': ['Cuba']}"
Women's shot put,{}
1. Astrid Kumbernuss (Germany) 19.89 metres,"{'I-PER': ['Astrid Kumbernuss'], 'I-LOC': ['Germany']}"
2. Claudia Mues (Germany) 18.80,"{'I-PER': ['Claudia Mues'], 'I-LOC': ['Germany']}"
3. Irina Korzhanenko (Russia) 18.63,"{'I-PER': ['Irina Korzhanenko'], 'I-LOC': ['Russia']}"
4. Valentina Fedyushina (Russia) 18.55,"{'I-PER': ['Valentina Fedyushina'], 'I-LOC': ['Russia']}"
5. Stephanie Storp (Germany) 18.41,"{'I-PER': ['Stephanie Storp'], 'I-LOC': ['Germany']}"
Men's mile,{}
1. Noureddine Morceli (Algeria) 3 minutes 49.09 seconds,"{'I-PER': ['Noureddine Morceli'], 'I-LOC': ['Algeria']}"
2. Venuste Niyongabo (Burundi) 3:51.01,"{'I-PER': ['Venuste Niyongabo'], 'I-LOC': ['Burundi']}"
3. William Tanui (Kenya) 3:51.40,"{'I-PER': ['William Tanui'], 'I-LOC': ['Kenya']}"
4. Laban Rotich (Kenya) 3:53.42,"{'I-PER': ['Laban Rotich'], 'I-LOC': ['Kenya']}"
5. Marko Koers (Netherlands) 3:53.47,"{'I-PER': ['Marko Koers'], 'I-LOC': ['Netherlands']}"
6. Isaac Viciosa (Spain) 3:53.85,"{'I-PER': ['Isaac Viciosa'], 'I-LOC': ['Spain']}"
7. John Mayock (Britain) 3:54.67,"{'I-PER': ['John Mayock'], 'I-LOC': ['Britain']}"
8. Marcus O'Sullivan (Ireland) 3:54.87,"{'I-PER': [""Marcus O'Sullivan""], 'I-LOC': ['Ireland']}"
